Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Discount_offered_oh1,Weight_in_gms,Product_importance_labeled,Warehouse_block_A,Warehouse_block_B,Warehouse_block_C,Warehouse_block_D,Warehouse_block_F,Gender_F,Gender_M,Mode_of_Shipment_Flight,Mode_of_Shipment_Road,Mode_of_Shipment_Ship,is_shipping_late
1939,3,1,215,2,19.0,3678,0,0,0,0,0,1,1,0,0,0,1,1
1940,4,5,248,4,19.0,2840,2,1,0,0,0,0,1,0,0,0,1,1
1941,3,2,183,4,19.0,2414,0,0,1,0,0,0,0,1,0,0,1,1
1942,4,2,194,4,19.0,3818,1,0,0,1,0,0,1,0,0,0,1,1
1943,4,4,224,2,19.0,2084,2,0,0,0,0,1,1,0,0,0,1,1
1944,4,4,184,3,19.0,3128,0,0,0,0,1,0,1,0,0,0,1,1
1945,4,1,160,2,19.0,1276,0,0,0,0,0,1,0,1,0,0,1,1
1946,5,1,182,3,8.0,3580,0,1,0,0,0,0,0,1,0,0,1,1
1947,3,2,116,2,19.0,1430,0,0,1,0,0,0,1,0,0,0,1,1
1948,4,4,170,4,19.0,1868,0,0,0,1,0,0,0,1,0,0,1,1
1949,5,1,201,2,19.0,2158,1,0,0,0,0,1,1,0,0,0,1,1
1950,4,3,148,2,19.0,1809,0,0,0,0,1,0,0,1,0,0,1,1
1951,5,1,165,3,19.0,1905,0,0,0,0,0,1,1,0,0,0,1,1
1952,3,5,135,3,19.0,1772,0,1,0,0,0,0,0,1,0,0,1,1
1953,4,4,263,2,19.0,3955,1,0,1,0,0,0,1,0,0,0,1,1
1954,5,4,228,3,19.0,3382,1,0,0,1,0,0,0,1,0,0,1,1
1955,6,5,275,5,19.0,3569,1,0,0,0,0,1,0,1,0,0,1,1
1956,4,1,224,3,19.0,3400,0,0,0,0,1,0,0,1,0,0,1,1
1957,3,1,202,3,1.0,3738,0,0,0,0,0,1,1,0,0,0,1,1
1958,4,2,163,3,11.0,1926,0,1,0,0,0,0,1,0,0,0,1,1
1959,4,5,268,3,19.0,2386,0,0,1,0,0,0,1,0,0,0,1,1
1960,3,3,207,3,19.0,3277,0,0,0,1,0,0,1,0,0,0,1,1
1961,2,3,117,2,19.0,1210,1,0,0,0,0,1,0,1,0,0,1,1
1962,2,1,165,4,19.0,1881,0,0,0,0,1,0,1,0,0,0,1,1
1963,3,3,181,2,19.0,3234,2,0,0,0,0,1,0,1,0,0,1,1
1964,6,5,212,4,13.0,3676,1,1,0,0,0,0,1,0,0,0,1,1
1965,3,4,226,3,19.0,2299,1,0,1,0,0,0,1,0,0,0,1,1
1966,4,1,195,3,19.0,2849,0,0,0,1,0,0,0,1,0,0,1,1
1967,4,5,263,2,13.0,2779,1,0,0,0,0,1,0,1,0,0,1,1
1968,4,4,136,2,16.0,1131,1,0,0,0,1,0,1,0,0,0,1,1
1969,3,5,163,2,19.0,1034,0,0,0,0,0,1,1,0,0,0,1,1
1970,5,2,144,3,19.0,1202,0,1,0,0,0,0,0,1,0,0,1,1
1971,4,4,240,3,19.0,3478,0,0,1,0,0,0,1,0,0,0,1,1
1972,4,5,243,2,19.0,2829,0,0,0,1,0,0,0,1,0,0,1,1
1973,5,1,201,3,19.0,2696,1,0,0,0,0,1,0,1,0,0,1,1
1974,5,3,242,3,19.0,3411,0,0,0,0,1,0,0,1,0,0,1,1
1975,3,1,187,2,19.0,3774,2,0,0,0,0,1,0,1,0,0,1,1
1976,4,3,162,3,19.0,1194,0,1,0,0,0,0,0,1,0,0,1,1
1977,3,3,147,3,16.0,1563,0,0,1,0,0,0,0,1,0,0,1,1
1978,3,4,268,2,19.0,2822,2,0,0,1,0,0,1,0,0,0,1,1
1979,4,3,237,3,19.0,3952,0,0,0,0,0,1,0,1,0,0,1,1
1980,3,2,157,2,19.0,1115,0,0,0,0,1,0,0,1,0,0,1,1
1981,4,2,176,3,12.0,1750,1,0,0,0,0,1,1,0,0,0,1,1
1982,4,5,134,4,19.0,1191,0,1,0,0,0,0,0,1,0,0,1,1
1983,3,4,234,2,19.0,3543,1,0,1,0,0,0,0,1,0,0,1,1
1984,3,3,154,2,19.0,1096,0,0,0,1,0,0,1,0,0,0,1,1
1985,2,1,209,5,19.0,2016,0,0,0,0,0,1,1,0,0,0,1,1
1986,5,4,138,2,19.0,1803,1,0,0,0,1,0,0,1,0,0,1,1
1987,2,3,151,3,19.0,1024,1,0,0,0,0,1,0,1,0,0,1,1
1988,4,4,252,6,19.0,2676,1,1,0,0,0,0,0,1,0,0,1,1
1989,3,1,155,2,6.0,1490,1,0,1,0,0,0,1,0,0,0,1,1
1990,3,3,139,4,17.0,1137,2,0,0,1,0,0,0,1,0,0,1,1
1991,4,5,258,3,19.0,2289,1,0,0,0,0,1,1,0,0,0,1,1
1992,4,2,172,3,1.0,1182,0,0,0,0,1,0,0,1,0,0,1,1
1993,4,3,239,3,19.0,2741,0,0,0,0,0,1,1,0,0,0,1,1
1994,3,1,165,3,1.0,1417,0,1,0,0,0,0,1,0,0,0,1,1
1995,4,5,177,2,19.0,1536,0,0,1,0,0,0,0,1,0,0,1,1
1996,5,1,187,2,17.0,3513,0,0,0,1,0,0,1,0,0,0,1,1
1997,6,2,172,2,19.0,1006,0,0,0,0,0,1,0,1,0,0,1,1
1998,4,4,168,3,19.0,1434,0,0,0,0,1,0,1,0,0,0,1,1
1999,3,4,249,3,19.0,3489,0,0,0,0,0,1,0,1,0,0,1,1
2000,4,3,135,3,11.0,1322,1,1,0,0,0,0,1,0,0,0,1,1
2001,4,3,134,3,13.0,1985,1,0,1,0,0,0,0,1,0,0,1,1
2002,3,1,269,2,19.0,3524,0,0,0,1,0,0,1,0,0,0,1,1
2003,6,5,210,5,19.0,3236,2,0,0,0,0,1,0,1,0,0,1,1
2004,5,4,285,6,19.0,3151,2,0,0,0,1,0,0,1,0,0,1,1
2005,4,2,244,2,15.0,2857,1,0,0,0,0,1,0,1,0,0,1,1
2006,3,2,209,2,19.0,2748,0,1,0,0,0,0,1,0,0,0,1,1
2007,4,3,154,3,19.0,1432,1,0,1,0,0,0,0,1,0,0,1,1
2008,3,2,134,3,19.0,1932,1,0,0,1,0,0,1,0,0,0,1,1
2009,3,5,168,4,19.0,1347,1,0,0,0,0,1,0,1,0,0,1,1
2010,4,5,264,3,19.0,3753,1,0,0,0,1,0,0,1,0,0,1,1
2011,4,2,276,6,19.0,2843,2,0,0,0,0,1,1,0,0,0,1,1
2012,3,4,195,3,19.0,3499,1,1,0,0,0,0,0,1,0,0,1,1
2013,5,3,174,5,19.0,1909,1,0,1,0,0,0,0,1,0,0,1,1
2014,3,4,241,3,19.0,3074,0,0,0,1,0,0,1,0,0,0,1,1
2015,5,5,166,3,19.0,1267,1,0,0,0,0,1,1,0,0,0,1,1
2016,3,2,190,3,19.0,3315,0,0,0,0,1,0,0,1,0,0,1,1
2017,3,1,231,2,12.0,2123,0,0,0,0,0,1,1,0,0,0,1,1
2018,5,4,206,4,3.0,3755,0,1,0,0,0,0,1,0,0,0,1,1
2019,4,4,212,3,19.0,2073,1,0,1,0,0,0,0,1,0,0,1,1
2020,3,5,212,3,2.0,2456,0,0,0,1,0,0,1,0,0,0,1,1
2021,4,5,246,6,19.0,2271,0,0,0,0,0,1,0,1,0,0,1,1
2022,4,4,264,2,12.0,2203,1,0,0,0,1,0,1,0,0,0,1,1
2023,3,4,208,2,19.0,2537,0,0,0,0,0,1,1,0,0,0,1,1
2024,3,4,210,3,7.0,2878,0,1,0,0,0,0,1,0,0,0,1,1
2025,3,2,183,3,19.0,2896,0,0,1,0,0,0,1,0,0,0,1,1
2026,4,2,265,3,19.0,3498,0,0,0,1,0,0,1,0,0,0,1,1
2027,3,5,187,3,19.0,2374,0,0,0,0,0,1,0,1,0,0,1,1
2028,2,4,183,3,12.0,3090,0,0,0,0,1,0,1,0,0,1,0,1
2029,3,3,176,2,19.0,1730,0,0,0,0,0,1,1,0,0,1,0,1
2030,4,5,266,3,5.0,3718,1,1,0,0,0,0,0,1,0,1,0,1
2031,3,2,143,4,19.0,1249,1,0,1,0,0,0,1,0,0,1,0,1
2032,3,4,195,2,19.0,3719,1,0,0,1,0,0,1,0,0,1,0,1
2033,3,2,264,4,19.0,2754,2,0,0,0,0,1,1,0,0,1,0,1
2034,3,5,243,2,19.0,3421,1,0,0,0,1,0,0,1,0,1,0,1
2035,5,2,142,2,19.0,1758,0,0,0,0,0,1,1,0,0,1,0,1
2036,4,2,172,2,19.0,1019,0,1,0,0,0,0,0,1,0,1,0,1
2037,4,1,280,3,2.0,3366,1,0,1,0,0,0,0,1,0,1,0,1
2038,3,2,254,2,19.0,2469,0,0,0,1,0,0,0,1,0,1,0,1
2039,5,2,202,3,19.0,3885,1,0,0,0,0,1,0,1,0,1,0,1
2040,5,3,110,5,19.0,1011,0,0,0,0,1,0,0,1,0,1,0,1
2041,4,4,162,2,19.0,1158,1,0,0,0,0,1,0,1,0,1,0,1
2042,3,3,183,3,19.0,2585,1,1,0,0,0,0,0,1,0,1,0,1
2043,4,2,260,2,19.0,2805,0,0,1,0,0,0,1,0,0,1,0,1
2044,3,5,109,5,19.0,1581,0,0,0,1,0,0,0,1,0,1,0,1
2045,3,3,273,4,12.0,2151,0,0,0,0,0,1,0,1,0,1,0,1
2046,5,2,262,6,10.0,3164,1,0,0,0,1,0,0,1,0,1,0,1
2047,2,4,239,5,19.0,2181,0,0,0,0,0,1,1,0,0,1,0,1
2048,3,2,185,2,19.0,3864,2,1,0,0,0,0,1,0,0,1,0,1
2049,4,4,248,3,19.0,2868,1,0,1,0,0,0,0,1,0,1,0,1
2050,5,4,180,2,19.0,1122,0,0,0,1,0,0,0,1,1,0,0,1
2051,4,5,221,3,19.0,3561,0,0,0,0,0,1,1,0,1,0,0,1
2052,3,5,162,2,19.0,1948,0,0,0,0,1,0,0,1,1,0,0,1
2053,2,5,162,4,19.0,1671,1,0,0,0,0,1,0,1,1,0,0,1
2054,3,1,145,2,19.0,1313,0,1,0,0,0,0,0,1,1,0,0,1
2055,5,3,228,3,19.0,3631,1,0,1,0,0,0,1,0,1,0,0,1
2056,3,4,196,3,19.0,2447,0,0,0,1,0,0,0,1,1,0,0,1
2057,3,4,254,2,19.0,3266,2,0,0,0,0,1,0,1,1,0,0,1
2058,5,2,215,2,19.0,3942,1,0,0,0,1,0,0,1,1,0,0,1
2059,5,2,265,3,19.0,2734,1,0,0,0,0,1,1,0,1,0,0,1
2060,3,2,173,3,19.0,1582,2,1,0,0,0,0,0,1,1,0,0,1
2061,4,2,233,7,19.0,3146,1,0,1,0,0,0,0,1,1,0,0,1
2062,4,3,213,2,19.0,2034,0,0,0,1,0,0,0,1,1,0,0,1
2063,4,1,124,2,19.0,1714,1,0,0,0,0,1,0,1,1,0,0,1
2064,3,4,156,4,7.0,1492,1,0,0,0,1,0,1,0,1,0,0,1
2065,3,1,265,3,11.0,2194,1,0,0,0,0,1,0,1,1,0,0,1
2066,3,1,139,3,6.0,1269,2,1,0,0,0,0,1,0,1,0,0,1
2067,2,4,225,10,19.0,2690,2,0,1,0,0,0,0,1,1,0,0,1
2068,5,4,178,7,19.0,1179,1,0,0,1,0,0,1,0,1,0,0,1
2069,3,4,190,10,19.0,2064,1,0,0,0,0,1,1,0,1,0,0,1
2070,3,4,272,10,19.0,2455,1,0,0,0,1,0,0,1,1,0,0,1
2071,3,1,153,2,19.0,1841,1,0,0,0,0,1,1,0,1,0,0,1
2072,3,1,235,10,7.0,2991,0,1,0,0,0,0,0,1,0,0,1,1
2073,5,1,214,3,19.0,2562,0,0,1,0,0,0,0,1,0,0,1,1
2074,3,4,175,2,2.0,1072,0,0,0,1,0,0,1,0,0,0,1,1
2075,3,1,176,3,19.0,1420,0,0,0,0,0,1,1,0,0,0,1,1
2076,3,4,172,10,19.0,1875,2,0,0,0,1,0,1,0,0,0,1,1
2077,5,2,195,6,19.0,1852,0,0,0,0,0,1,0,1,0,0,1,1
2078,3,5,271,4,10.0,1679,0,1,0,0,0,0,1,0,0,0,1,1
2079,5,4,228,3,19.0,3145,1,0,1,0,0,0,0,1,0,0,1,1
2080,3,4,196,3,19.0,2129,0,0,0,1,0,0,1,0,0,0,1,1
2081,3,1,254,2,19.0,3590,2,0,0,0,0,1,1,0,0,0,1,1
2082,5,4,215,2,19.0,2713,1,0,0,0,1,0,0,1,0,0,1,1
2083,5,5,265,3,19.0,3997,1,0,0,0,0,1,0,1,0,0,1,1
2084,3,2,173,3,19.0,1723,2,1,0,0,0,0,0,1,0,0,1,1
2085,4,2,233,7,19.0,3925,1,0,1,0,0,0,0,1,0,0,1,1
2086,4,4,213,2,19.0,2938,0,0,0,1,0,0,1,0,0,0,1,1
2087,4,2,124,2,19.0,1592,1,0,0,0,0,1,0,1,0,0,1,1
2088,3,5,156,4,19.0,1769,1,0,0,0,1,0,1,0,0,0,1,1
2089,3,1,265,3,19.0,3010,1,0,0,0,0,1,1,0,0,0,1,1
2090,3,2,139,3,4.0,1546,2,1,0,0,0,0,1,0,0,0,1,1
2091,2,4,225,10,19.0,3384,2,0,1,0,0,0,0,1,0,0,1,1
2092,5,4,178,7,19.0,1824,1,0,0,1,0,0,0,1,0,0,1,1
2093,3,3,190,10,4.0,3062,1,0,0,0,0,1,0,1,0,0,1,1
2094,3,5,272,10,19.0,2182,1,0,0,0,1,0,0,1,0,0,1,1
2095,3,4,153,2,19.0,1740,1,0,0,0,0,1,0,1,0,0,1,1
2096,3,1,235,10,19.0,2175,0,1,0,0,0,0,0,1,0,0,1,1
2097,5,4,214,3,19.0,3403,0,0,1,0,0,0,0,1,0,0,1,1
2098,3,5,175,2,19.0,1460,0,0,0,1,0,0,1,0,0,0,1,1
2099,3,2,176,3,19.0,1953,0,0,0,0,0,1,1,0,0,0,1,1
2100,3,1,172,10,19.0,1294,2,0,0,0,1,0,1,0,0,0,1,1
2101,5,1,195,6,19.0,1039,0,0,0,0,0,1,1,0,0,0,1,1
2102,3,5,164,3,19.0,1473,0,1,0,0,0,0,0,1,0,0,1,1
2103,3,1,231,3,19.0,2755,1,0,1,0,0,0,1,0,0,0,1,1
2104,5,5,248,3,9.0,3873,1,0,0,1,0,0,1,0,0,0,1,1
2105,4,5,237,2,19.0,3427,1,0,0,0,0,1,1,0,0,0,1,1
2106,3,1,111,4,8.0,1620,0,0,0,0,1,0,1,0,0,0,1,1
2107,5,5,106,5,19.0,1275,0,0,0,0,0,1,1,0,0,0,1,1
2108,4,2,139,3,19.0,1365,0,1,0,0,0,0,0,1,0,0,1,1
2109,4,3,149,2,19.0,1657,0,0,1,0,0,0,1,0,0,0,1,1
2110,4,5,180,3,19.0,1513,0,0,0,1,0,0,1,0,0,0,1,1
2111,3,2,212,2,19.0,3776,1,0,0,0,0,1,1,0,0,0,1,1
2112,4,2,183,3,5.0,3716,0,0,0,0,1,0,0,1,0,0,1,1
2113,6,4,164,5,19.0,1555,0,0,0,0,0,1,0,1,0,0,1,1
2114,4,1,143,3,19.0,1197,1,1,0,0,0,0,1,0,0,0,1,1
2115,3,3,162,2,5.0,1202,1,0,1,0,0,0,0,1,0,0,1,1
2116,4,2,202,4,19.0,3098,1,0,0,1,0,0,0,1,0,0,1,1
2117,3,2,135,2,2.0,1150,1,0,0,0,0,1,1,0,0,0,1,1
2118,3,2,232,2,19.0,2054,0,0,0,0,1,0,1,0,0,0,1,1
2119,3,3,218,3,19.0,3770,0,0,0,0,0,1,0,1,0,0,1,1
2120,5,4,177,2,14.0,1735,0,1,0,0,0,0,0,1,0,0,1,1
2121,4,4,168,2,19.0,1474,1,0,1,0,0,0,0,1,0,0,1,1
2122,3,4,181,2,19.0,3448,1,0,0,1,0,0,1,0,0,0,1,1
2123,3,2,238,2,19.0,3728,0,0,0,0,0,1,1,0,0,0,1,1
2124,3,2,250,5,19.0,2717,0,0,0,0,1,0,1,0,0,0,1,1
2125,3,1,152,2,19.0,1848,0,0,0,0,0,1,1,0,0,0,1,1
2126,4,5,242,4,19.0,3215,0,1,0,0,0,0,1,0,0,0,1,1
2127,3,1,236,2,2.0,3949,2,0,1,0,0,0,0,1,0,0,1,1
2128,4,1,238,4,19.0,3950,0,0,0,1,0,0,1,0,0,0,1,1
2129,4,4,165,5,19.0,1727,0,0,0,0,0,1,0,1,0,0,1,1
2130,4,2,271,3,19.0,3448,1,0,0,0,1,0,0,1,0,0,1,1
2131,3,3,109,2,18.0,1661,1,0,0,0,0,1,0,1,0,0,1,1
2132,4,1,235,3,19.0,3695,2,1,0,0,0,0,1,0,0,0,1,1
2133,3,3,186,3,19.0,2356,1,0,1,0,0,0,0,1,0,0,1,1
2134,4,1,202,2,19.0,2327,0,0,0,1,0,0,0,1,0,0,1,1
2135,3,3,188,4,3.0,3075,1,0,0,0,0,1,0,1,0,0,1,1
2136,5,3,224,2,19.0,3824,1,0,0,0,1,0,0,1,0,0,1,1
2137,5,3,239,4,3.0,3734,0,0,0,0,0,1,0,1,0,0,1,1
2138,2,3,140,2,19.0,1832,1,1,0,0,0,0,0,1,0,0,1,1
2139,6,3,272,3,19.0,2518,0,0,1,0,0,0,1,0,0,0,1,1
2140,3,3,160,3,19.0,1228,1,0,0,1,0,0,1,0,0,0,1,1
2141,3,3,261,3,14.0,3479,1,0,0,0,0,1,0,1,0,0,1,1
2142,3,5,199,3,19.0,3259,1,0,0,0,1,0,1,0,0,0,1,1
2143,3,1,154,2,19.0,1300,1,0,0,0,0,1,1,0,0,0,1,1
2144,3,5,237,3,19.0,2451,0,1,0,0,0,0,0,1,0,0,1,1
2145,4,4,181,3,19.0,2070,0,0,1,0,0,0,0,1,0,0,1,1
2146,3,3,133,6,10.0,1686,0,0,0,1,0,0,1,0,0,0,1,1
2147,3,4,150,3,19.0,1511,1,0,0,0,0,1,0,1,0,0,1,1
2148,6,5,152,3,19.0,1325,1,0,0,0,1,0,1,0,0,0,1,1
2149,6,1,142,5,19.0,1464,0,0,0,0,0,1,1,0,0,0,1,1
2150,4,3,214,2,19.0,2078,0,1,0,0,0,0,0,1,0,0,1,1
2151,5,1,155,2,19.0,1024,1,0,1,0,0,0,1,0,0,0,1,1
2152,4,2,191,2,11.0,3985,0,0,0,1,0,0,0,1,0,0,1,1
2153,4,5,133,2,19.0,1106,1,0,0,0,0,1,0,1,0,0,1,1
2154,3,3,211,4,19.0,2942,2,0,0,0,1,0,1,0,0,0,1,1
2155,4,3,212,4,19.0,2422,0,0,0,0,0,1,0,1,0,0,1,1
2156,3,1,150,2,9.0,1158,0,1,0,0,0,0,0,1,0,0,1,1
2157,3,5,208,3,19.0,3977,0,0,1,0,0,0,1,0,0,0,1,1
2158,4,2,157,2,15.0,1724,1,0,0,1,0,0,0,1,0,0,1,1
2159,4,4,228,3,19.0,2715,0,0,0,0,0,1,0,1,0,0,1,1
2160,3,4,254,2,19.0,3786,1,0,0,0,1,0,1,0,0,0,1,1
2161,4,2,270,2,19.0,3599,0,0,0,0,0,1,0,1,0,0,1,1
2162,6,2,195,3,19.0,3462,1,1,0,0,0,0,0,1,0,0,1,1
2163,4,5,193,4,19.0,2173,0,0,1,0,0,0,0,1,0,0,1,1
2164,5,4,165,3,19.0,1240,1,0,0,1,0,0,1,0,0,0,1,1
2165,3,1,177,2,19.0,1099,0,0,0,0,0,1,0,1,0,1,0,1
2166,3,4,244,3,19.0,2844,0,0,0,0,1,0,1,0,0,1,0,1
2167,3,2,151,2,19.0,1793,0,0,0,0,0,1,0,1,0,1,0,1
2168,3,1,164,2,2.0,1104,0,1,0,0,0,0,0,1,0,1,0,1
2169,5,1,165,3,19.0,1228,0,0,1,0,0,0,1,0,0,1,0,1
2170,3,4,256,2,19.0,2247,1,0,0,1,0,0,0,1,0,1,0,1
2171,4,4,150,4,5.0,1263,0,0,0,0,0,1,0,1,0,1,0,1
2172,2,3,255,3,19.0,3484,0,0,0,0,1,0,0,1,0,1,0,1
2173,4,3,268,3,19.0,2996,1,0,0,0,0,1,1,0,0,1,0,1
2174,3,5,166,3,1.0,1366,0,1,0,0,0,0,1,0,0,1,0,1
2175,3,5,230,3,19.0,3477,0,0,1,0,0,0,1,0,0,1,0,1
2176,4,3,163,3,19.0,1395,0,0,0,1,0,0,1,0,0,1,0,1
2177,4,4,139,3,19.0,1415,2,0,0,0,0,1,1,0,0,1,0,1
2178,3,5,161,3,10.0,1978,1,0,0,0,1,0,1,0,0,1,0,1
2179,6,2,181,4,6.0,3003,2,0,0,0,0,1,1,0,0,1,0,1
2180,4,1,242,3,19.0,3489,2,1,0,0,0,0,0,1,0,1,0,1
2181,3,3,151,3,19.0,1139,0,0,1,0,0,0,1,0,0,1,0,1
2182,3,4,167,3,19.0,1068,1,0,0,1,0,0,0,1,0,1,0,1
2183,3,2,257,3,19.0,2334,0,0,0,0,0,1,1,0,0,1,0,1
2184,3,2,204,2,19.0,2090,1,0,0,0,1,0,1,0,0,1,0,1
2185,5,3,219,3,1.0,2027,0,0,0,0,0,1,0,1,0,1,0,1
2186,3,4,202,3,19.0,3707,1,1,0,0,0,0,0,1,0,1,0,1
2187,4,5,155,2,19.0,1367,1,0,1,0,0,0,0,1,1,0,0,1
2188,3,3,183,3,6.0,3364,2,0,0,1,0,0,1,0,1,0,0,1
2189,5,1,184,3,19.0,2625,0,0,0,0,0,1,1,0,1,0,0,1
2190,4,5,230,2,19.0,2890,0,0,0,0,1,0,1,0,1,0,0,1
2191,4,2,139,4,19.0,1511,0,0,0,0,0,1,1,0,1,0,0,1
2192,4,4,252,3,7.0,2477,1,1,0,0,0,0,1,0,1,0,0,1
2193,3,2,272,3,19.0,3766,1,0,1,0,0,0,1,0,1,0,0,1
2194,3,2,134,3,19.0,1391,0,0,0,1,0,0,1,0,1,0,0,1
2195,3,5,169,3,13.0,1934,1,0,0,0,0,1,0,1,1,0,0,1
2196,4,2,214,2,19.0,3416,0,0,0,0,1,0,0,1,1,0,0,1
2197,3,3,163,3,19.0,1614,1,0,0,0,0,1,1,0,1,0,0,1
2198,4,2,150,3,19.0,1193,0,1,0,0,0,0,1,0,1,0,0,1
2199,5,5,216,2,19.0,3202,2,0,1,0,0,0,0,1,1,0,0,1
2200,5,2,116,5,19.0,1130,2,0,0,1,0,0,1,0,1,0,0,1
2201,3,4,144,2,19.0,1811,0,0,0,0,0,1,1,0,1,0,0,1
2202,5,3,266,3,19.0,2508,0,0,0,0,1,0,1,0,1,0,0,1
2203,3,3,154,4,19.0,1616,1,0,0,0,0,1,1,0,1,0,0,1
2204,4,3,255,5,18.0,3644,0,1,0,0,0,0,0,1,1,0,0,1
2205,6,2,229,3,13.0,2322,1,0,1,0,0,0,0,1,1,0,0,1
2206,2,1,111,3,16.0,1882,1,0,0,1,0,0,0,1,1,0,0,1
2207,3,3,160,2,19.0,1718,1,0,0,0,0,1,1,0,1,0,0,1
2208,3,1,184,2,19.0,3191,0,0,0,0,1,0,1,0,1,0,0,1
2209,4,4,218,4,19.0,3234,0,0,0,0,0,1,0,1,0,0,1,1
2210,5,1,137,2,19.0,1012,0,1,0,0,0,0,0,1,0,0,1,1
2211,4,2,204,3,14.0,3829,1,0,1,0,0,0,0,1,0,0,1,1
2212,6,1,105,5,19.0,1784,0,0,0,1,0,0,1,0,0,0,1,1
2213,3,1,256,2,19.0,3046,1,0,0,0,0,1,1,0,0,0,1,1
2214,4,2,182,2,19.0,3261,1,0,0,0,1,0,1,0,0,0,1,1
2215,3,4,260,4,17.0,2666,2,0,0,0,0,1,0,1,0,0,1,1
2216,4,2,166,3,19.0,1944,0,1,0,0,0,0,0,1,0,0,1,1
2217,5,2,160,4,19.0,1479,1,0,1,0,0,0,0,1,0,0,1,1
2218,4,2,243,3,13.0,2850,1,0,0,1,0,0,1,0,0,0,1,1
2219,6,5,240,4,19.0,2400,1,0,0,0,0,1,0,1,0,0,1,1
2220,6,1,229,6,19.0,3239,0,0,0,0,1,0,0,1,0,0,1,1
2221,3,1,164,2,2.0,1304,0,0,0,0,0,1,0,1,0,0,1,1
2222,3,4,234,3,19.0,2111,1,1,0,0,0,0,1,0,0,0,1,1
2223,4,1,97,2,15.0,1836,2,0,1,0,0,0,0,1,0,0,1,1
2224,4,3,258,3,12.0,2017,0,0,0,1,0,0,1,0,0,0,1,1
2225,3,1,147,2,19.0,1934,1,0,0,0,0,1,0,1,0,0,1,1
2226,4,3,180,4,14.0,1686,0,0,0,0,1,0,0,1,0,0,1,1
2227,5,1,212,3,11.0,2073,0,0,0,0,0,1,1,0,0,0,1,1
2228,3,4,198,2,19.0,2373,1,1,0,0,0,0,0,1,0,0,1,1
2229,3,1,239,3,19.0,2154,0,0,1,0,0,0,1,0,0,0,1,1
2230,4,3,158,2,19.0,1374,0,0,0,1,0,0,0,1,0,0,1,1
2231,4,3,218,3,19.0,3311,2,0,0,0,0,1,1,0,0,0,1,1
2232,4,4,156,3,19.0,1523,0,0,0,0,1,0,0,1,0,0,1,1
2233,3,4,235,3,19.0,3447,0,0,0,0,0,1,0,1,0,0,1,1
2234,4,5,168,3,4.0,1363,0,1,0,0,0,0,1,0,0,0,1,1
2235,3,1,178,3,19.0,1297,2,0,1,0,0,0,1,0,0,0,1,1
2236,4,2,275,3,19.0,2449,1,0,0,1,0,0,0,1,0,0,1,1
2237,3,4,139,2,19.0,1192,0,0,0,0,0,1,0,1,0,0,1,1
2238,2,5,236,3,13.0,2171,1,0,0,0,1,0,1,0,0,0,1,1
2239,3,4,155,2,19.0,1780,0,0,0,0,0,1,1,0,0,0,1,1
2240,3,3,168,3,11.0,1008,1,1,0,0,0,0,0,1,0,0,1,1
2241,4,1,151,2,19.0,1367,0,0,1,0,0,0,0,1,0,0,1,1
2242,3,4,113,4,19.0,1154,0,0,0,1,0,0,1,0,0,0,1,1
2243,4,3,133,3,19.0,1861,1,0,0,0,0,1,1,0,0,0,1,1
2244,5,4,163,4,19.0,1613,1,0,0,0,1,0,0,1,0,0,1,1
2245,5,3,206,2,19.0,3278,1,0,0,0,0,1,1,0,0,0,1,1
2246,3,2,177,2,19.0,1929,1,1,0,0,0,0,1,0,0,0,1,1
2247,3,2,206,2,3.0,2261,0,0,1,0,0,0,0,1,0,0,1,1
2248,5,1,189,3,13.0,3492,1,0,0,1,0,0,0,1,0,0,1,1
2249,3,4,270,2,19.0,3690,0,0,0,0,0,1,0,1,0,0,1,1
2250,4,1,238,3,19.0,2013,0,0,0,0,1,0,1,0,0,0,1,1
2251,5,1,143,2,19.0,1387,0,0,0,0,0,1,0,1,0,0,1,1
2252,4,1,173,2,19.0,1251,1,1,0,0,0,0,0,1,0,0,1,1
2253,3,5,134,3,19.0,1169,1,0,1,0,0,0,0,1,0,0,1,1
2254,4,4,176,3,19.0,1283,2,0,0,1,0,0,0,1,0,0,1,1
2255,4,3,160,2,19.0,1961,1,0,0,0,0,1,1,0,0,0,1,1
2256,3,4,230,3,19.0,3546,2,0,0,0,1,0,1,0,0,0,1,1
2257,4,5,178,3,5.0,1012,0,0,0,0,0,1,1,0,0,0,1,1
2258,3,2,256,4,18.0,2699,0,1,0,0,0,0,1,0,0,0,1,1
2259,3,4,256,4,11.0,3030,0,0,1,0,0,0,0,1,0,0,1,1
2260,3,2,208,4,19.0,2900,1,0,0,1,0,0,0,1,0,0,1,1
2261,4,3,119,3,19.0,1233,0,0,0,0,0,1,1,0,0,0,1,1
2262,3,3,114,6,19.0,1825,0,0,0,0,1,0,1,0,0,0,1,1
2263,3,5,225,3,1.0,2864,0,0,0,0,0,1,1,0,0,0,1,1
2264,4,5,155,4,19.0,1972,2,1,0,0,0,0,1,0,0,0,1,1
2265,4,4,223,3,19.0,3895,1,0,1,0,0,0,1,0,0,0,1,1
2266,5,3,194,3,6.0,2736,1,0,0,1,0,0,1,0,0,0,1,1
2267,5,4,281,4,19.0,3381,1,0,0,0,0,1,1,0,0,0,1,1
